model_key,component,projected,raw,delta_component_nRMSE
svr_regressor,X_MeP,0.20306621950452808,0.22010389796882782,-0.017037678464299738
svr_regressor,X_NOB,0.16999680142843673,0.17031250762932937,-0.0003157062008926348
svr_regressor,X_PAO,0.1442413700468182,0.14044983139848471,0.003791538648333481
svr_regressor,X_PHA,0.4057862926150298,0.41536331760787115,-0.009577024992841354
svr_regressor,X_PP,0.3777172650886204,0.39176277039628954,-0.014045505307669126
svr_regressor,X_S,0.22478321789220496,0.22515619684243648,-0.0003729789502315284
tabnet_regressor,S_A,0.2201063537838534,0.21763585272916575,0.002470501054687657
tabnet_regressor,S_ALK,0.00502646442173728,0.1556976348559117,-0.1506711704341744
tabnet_regressor,S_F,0.6576209094262502,0.5792356922910571,0.07838521713519309
tabnet_regressor,S_I,1.5220707387752466e-13,0.19594339856145265,-0.19594339856130044
tabnet_regressor,S_N2,0.2894302281119465,0.30063109900182794,-0.01120087088988142
tabnet_regressor,S_NH4,0.15782711350050493,0.18024924531651942,-0.02242213181601449
tabnet_regressor,S_NO2,0.3035942127336372,0.3170111803937334,-0.013416967660096202
tabnet_regressor,S_NO3,0.17250661861062266,0.21502735162293068,-0.04252073301230802
