model_key,composite,outer_fold,nRMSE_composite_projected,nRMSE_composite_raw,R2_projected,R2_raw,delta
pls_regressor,TSS,1,0.8245747234523426,0.8382889060560251,0.3275238197197808,0.3049687885045309,-0.013714182603682512
pls_regressor,TSS,2,0.8497265892374417,0.8433257557917715,0.3045604629064907,0.3149982365276318,0.006400833445670218
pls_regressor,TSS,3,0.8876277858068489,0.88241993051812,0.2685253203180211,0.2770835000327503,0.005207855288728913
pls_regressor,TSS,4,0.8081848937644717,0.8170438977078647,0.2965821850149271,0.281076487463831,-0.008859003943393007
random_forest_regressor,COD,0,0.8681107909431691,0.40890732407022534,0.2217398331874824,0.8273270644989049,0.4592034668729438
random_forest_regressor,COD,1,0.8843302947519912,0.4243011228643889,0.2220368763726879,0.8209071005749295,0.4600291718876023
random_forest_regressor,COD,2,0.8820178902715362,0.4183025411102896,0.2568454108588445,0.8328503847093365,0.4637153491612466
random_forest_regressor,COD,3,0.8659380226485415,0.43890911012621747,0.2945857279110683,0.8187742884743613,0.427028912522324
random_forest_regressor,COD,4,0.8585869450883469,0.3902373667741845,0.1944364331137447,0.8335863448117009,0.46834957831416235
random_forest_regressor,TN,0,0.39491551152267373,0.9059645149102507,0.8472998554727712,0.1963750008238117,-0.511049003387577
random_forest_regressor,TN,1,0.3783176243559234,0.9017229238921365,0.8594682070150678,0.2016236551592519,-0.5234052995362131
random_forest_regressor,TN,2,0.39199759430275166,0.9043146343647532,0.850538067787705,0.2045682776808924,-0.5123170400620016
random_forest_regressor,TN,3,0.37860277175498913,0.8847150626492012,0.8523114482432351,0.1935339373307582,-0.5061122908942121
random_forest_regressor,TN,4,0.3917275599708395,0.8823891822923207,0.8401709134551464,0.189024165982403,-0.49066162232148114
