regime,model_key,component,projected,raw,delta_component_nRMSE
mild,knn_regressor,X_NOB,0.5435327867640061,0.5463809607424515,-0.0028481739784453897
mild,knn_regressor,X_PAO,0.4754292699304354,0.4815992837524055,-0.006170013821970133
mild,knn_regressor,X_PHA,0.62800111619122,0.6279092477881889,9.186840303110344e-05
mild,knn_regressor,X_PP,0.5898537852463224,0.5853280912733052,0.004525693973017164
mild,knn_regressor,X_S,0.8725853258581999,0.8694870776172533,0.0030982482409466217
mild,lightgbm_regressor,S_A,0.2330569549882336,0.2332003163653871,-0.00014336137715351138
mild,lightgbm_regressor,S_ALK,0.0094919274646606,0.0170738773600121,-0.0075819498953515006
mild,lightgbm_regressor,S_F,1.0958132980697124,1.0958132733264334,2.4743278981276262e-08
mild,lightgbm_regressor,S_I,2.0285341272546838e-13,0.003877746190837,-0.0038777461906341465
mild,lightgbm_regressor,S_N2,0.5482907708177198,0.6080074592877417,-0.05971668847002187
mild,lightgbm_regressor,S_NH4,0.2702935599448429,0.3571317830091113,-0.08683822306426842
mild,lightgbm_regressor,S_NO2,0.7359863802226745,0.7712137973620551,-0.0352274171393806
mild,lightgbm_regressor,S_NO3,0.4335807288480419,0.4542986726965856,-0.020717943848543696
mild,lightgbm_regressor,S_O,0.3629946825443572,0.3630098979595113,-1.5215415154090639e-05
mild,lightgbm_regressor,S_PO4,0.2743855383866095,0.3014420440720068,-0.027056505685397303
mild,lightgbm_regressor,X_AOB,0.2399415634963697,0.2431133851661252,-0.00317182166975552
mild,lightgbm_regressor,X_H,0.4203395183233606,0.25439310218633,0.1659464161370306
mild,lightgbm_regressor,X_I,0.0687633563560561,0.0571212136002847,0.011642142755771398
mild,lightgbm_regressor,X_MeOH,0.3437393917850108,0.3441049524960467,-0.00036556071103593935
mild,lightgbm_regressor,X_MeP,0.2054226584494018,0.2235374552135623,-0.0181147967641605
mild,lightgbm_regressor,X_NOB,0.2096304315763078,0.210610808071861,-0.0009803764955531868
mild,lightgbm_regressor,X_PAO,0.1501836064776215,0.1450573974869589,0.005126208990662601
mild,lightgbm_regressor,X_PHA,0.3650656693275308,0.3661661509213444,-0.001100481593813596
mild,lightgbm_regressor,X_PP,0.349080996908136,0.3347798819100052,0.014301114998130804
mild,lightgbm_regressor,X_S,0.3463430468113034,0.3463430468126115,-1.3081202787645907e-12
mild,multitask_elastic_net_regressor,S_A,0.5490741145258798,0.7755659429538186,-0.2264918284279388
mild,multitask_elastic_net_regressor,S_ALK,0.0194755957353648,0.0278277900524673,-0.0083521943171025
mild,multitask_elastic_net_regressor,S_F,1.720167017605684,1.7337493067491576,-0.013582289143473592
mild,multitask_elastic_net_regressor,S_I,2.030988328122997e-13,0.0023187779084306,-0.002318777908227501
mild,multitask_elastic_net_regressor,S_N2,0.8189810017783437,0.8712317508819194,-0.052250749103575744
mild,multitask_elastic_net_regressor,S_NH4,0.583432533730743,0.8142426055713381,-0.2308100718405951
mild,multitask_elastic_net_regressor,S_NO2,1.1466600634814532,1.156135191120816,-0.009475127639362757
mild,multitask_elastic_net_regressor,S_NO3,0.7221046906889921,0.8694260498483442,-0.14732135915935207
mild,multitask_elastic_net_regressor,S_O,0.5036222312745213,0.5900857935515087,-0.08646356227698737
mild,multitask_elastic_net_regressor,S_PO4,0.5438438300038514,0.6060927172316979,-0.062248887227846494
mild,multitask_elastic_net_regressor,X_AOB,0.51500557467958,0.5221984161767821,-0.007192841497202118
mild,multitask_elastic_net_regressor,X_H,0.6406473606803733,0.6189616929101229,0.021685667770250383
